Year,Location,18 to 24,25 to 34,35 to 44,45 to 54,55+,Total
1999,AL,75.0,83.0,120.0,105.0,172.0,555.0
1999,AK,15.0,19.0,21.0,28.0,13.0,96.0
1999,AZ,58.0,143.0,152.0,161.0,252.0,766.0
1999,AR,48.0,59.0,70.0,59.0,100.0,336.0
1999,CA,266.0,515.0,647.0,683.0,966.0,3077.0
1999,CO,63.0,102.0,135.0,135.0,139.0,574.0
1999,CT,25.0,40.0,57.0,61.0,91.0,274.0
1999,DE,,17.0,27.0,,16.0,86.0
1999,FL,132.0,291.0,448.0,415.0,743.0,2029.0
1999,GA,102.0,187.0,174.0,162.0,248.0,873.0
1999,HI,13.0,38.0,31.0,24.0,30.0,136.0
1999,ID,18.0,27.0,43.0,35.0,58.0,181.0
1999,IL,112.0,186.0,238.0,207.0,277.0,1020.0
1999,IN,81.0,121.0,147.0,128.0,151.0,628.0
1999,IA,37.0,46.0,60.0,66.0,96.0,305.0
1999,KS,45.0,55.0,61.0,68.0,70.0,299.0
1999,KY,43.0,87.0,117.0,96.0,127.0,470.0
1999,LA,66.0,101.0,98.0,112.0,141.0,518.0
1999,ME,11.0,33.0,43.0,38.0,50.0,175.0
1999,MD,51.0,80.0,98.0,87.0,119.0,435.0
1999,MA,33.0,84.0,106.0,96.0,112.0,431.0
1999,MI,111.0,189.0,217.0,216.0,241.0,974.0
1999,MN,62.0,68.0,112.0,95.0,100.0,437.0
1999,MS,33.0,42.0,75.0,48.0,106.0,304.0
1999,MO,78.0,124.0,160.0,140.0,198.0,700.0
1999,MT,22.0,14.0,36.0,33.0,57.0,162.0
1999,NE,24.0,38.0,40.0,36.0,39.0,177.0
1999,NV,33.0,74.0,77.0,81.0,139.0,404.0
1999,NH,19.0,29.0,25.0,36.0,28.0,137.0
1999,NJ,55.0,92.0,142.0,104.0,170.0,563.0
1999,NM,50.0,54.0,69.0,68.0,77.0,318.0
1999,NY,129.0,211.0,251.0,251.0,354.0,1196.0
1999,NC,105.0,164.0,192.0,199.0,224.0,884.0
1999,ND,10.0,13.0,11.0,16.0,23.0,73.0
1999,OH,128.0,185.0,249.0,198.0,342.0,1102.0
1999,OK,67.0,106.0,114.0,93.0,112.0,492.0
1999,OR,44.0,68.0,102.0,112.0,152.0,478.0
1999,PA,133.0,218.0,309.0,256.0,368.0,1284.0
1999,RI,10.0,19.0,29.0,16.0,22.0,96.0
1999,SC,51.0,61.0,96.0,87.0,123.0,418.0
1999,SD,22.0,14.0,16.0,30.0,21.0,103.0
1999,TN,63.0,153.0,173.0,150.0,187.0,726.0
1999,TX,235.0,364.0,457.0,427.0,522.0,2005.0
1999,UT,51.0,55.0,68.0,55.0,53.0,282.0
1999,VT,,,17.0,,22.0,63.0
1999,VA,72.0,150.0,172.0,169.0,228.0,791.0
1999,WA,100.0,134.0,173.0,174.0,235.0,816.0
1999,WV,22.0,29.0,47.0,60.0,71.0,229.0
1999,WI,87.0,94.0,122.0,131.0,159.0,593.0
1999,WY,13.0,17.0,11.0,25.0,32.0,98.0
2000,AL,56.0,98.0,141.0,108.0,180.0,583.0
2000,AK,35.0,24.0,32.0,36.0,10.0,137.0
2000,AZ,112.0,118.0,164.0,164.0,226.0,784.0
2000,AR,39.0,66.0,72.0,59.0,113.0,349.0
2000,CA,255.0,482.0,617.0,637.0,978.0,2969.0
2000,CO,69.0,114.0,125.0,167.0,138.0,613.0
2000,CT,25.0,43.0,74.0,78.0,84.0,304.0
2000,DE,,12.0,22.0,,24.0,82.0
2000,FL,158.0,253.0,435.0,457.0,783.0,2086.0
2000,GA,113.0,142.0,172.0,190.0,230.0,847.0
2000,HI,18.0,26.0,31.0,28.0,34.0,137.0
2000,ID,26.0,28.0,28.0,34.0,51.0,167.0
2000,IL,123.0,171.0,224.0,198.0,287.0,1003.0
2000,IN,82.0,122.0,164.0,148.0,167.0,683.0
2000,IA,34.0,51.0,66.0,65.0,73.0,289.0
2000,KS,40.0,58.0,68.0,75.0,84.0,325.0
2000,KY,59.0,95.0,124.0,103.0,140.0,521.0
2000,LA,65.0,94.0,94.0,91.0,124.0,468.0
2000,ME,20.0,21.0,42.0,34.0,37.0,154.0
2000,MD,57.0,78.0,87.0,119.0,133.0,474.0
2000,MA,42.0,72.0,96.0,95.0,82.0,387.0
2000,MI,99.0,160.0,223.0,222.0,270.0,974.0
2000,MN,55.0,81.0,108.0,103.0,93.0,440.0
2000,MS,38.0,53.0,68.0,64.0,71.0,294.0
2000,MO,76.0,114.0,183.0,141.0,185.0,699.0
2000,MT,16.0,26.0,35.0,34.0,47.0,158.0
2000,NE,30.0,26.0,37.0,50.0,50.0,193.0
2000,NV,34.0,69.0,82.0,105.0,110.0,400.0
2000,NH,,16.0,46.0,,34.0,131.0
2000,NJ,45.0,78.0,128.0,139.0,170.0,560.0
2000,NM,50.0,62.0,64.0,71.0,80.0,327.0
2000,NY,149.0,192.0,239.0,231.0,321.0,1132.0
2000,NC,96.0,181.0,235.0,210.0,249.0,971.0
2000,ND,11.0,12.0,14.0,13.0,18.0,68.0
2000,OH,115.0,161.0,258.0,242.0,312.0,1088.0
2000,OK,59.0,98.0,125.0,104.0,111.0,497.0
2000,OR,62.0,65.0,88.0,119.0,159.0,493.0
2000,PA,130.0,206.0,317.0,308.0,395.0,1356.0
2000,RI,12.0,12.0,16.0,19.0,16.0,75.0
2000,SC,42.0,69.0,93.0,108.0,131.0,443.0
2000,SD,13.0,24.0,14.0,23.0,21.0,95.0
2000,TN,76.0,120.0,179.0,149.0,206.0,730.0
2000,TX,260.0,368.0,439.0,504.0,482.0,2053.0
2000,UT,50.0,48.0,78.0,69.0,53.0,298.0
2000,VT,,12.0,14.0,,21.0,77.0
2000,VA,62.0,110.0,196.0,164.0,236.0,768.0
2000,WA,68.0,118.0,170.0,161.0,210.0,727.0
2000,WV,23.0,32.0,64.0,62.0,64.0,245.0
2000,WI,76.0,97.0,149.0,136.0,132.0,590.0
2000,WY,,11.0,20.0,,21.0,83.0
2001,AL,52.0,93.0,102.0,109.0,156.0,512.0
2001,AK,16.0,16.0,21.0,34.0,15.0,102.0
2001,AZ,84.0,131.0,144.0,188.0,220.0,767.0
2001,AR,37.0,84.0,84.0,73.0,104.0,382.0
2001,CA,260.0,486.0,544.0,604.0,937.0,2831.0
2001,CO,77.0,127.0,151.0,184.0,183.0,722.0
2001,CT,24.0,44.0,60.0,74.0,81.0,283.0
2001,DE,11.0,20.0,25.0,25.0,27.0,108.0
2001,FL,162.0,321.0,447.0,533.0,851.0,2314.0
2001,GA,116.0,167.0,214.0,197.0,241.0,935.0
2001,HI,17.0,19.0,28.0,37.0,35.0,136.0
2001,ID,34.0,37.0,37.0,36.0,66.0,210.0
2001,IL,127.0,189.0,247.0,247.0,329.0,1139.0
2001,IN,75.0,111.0,156.0,187.0,186.0,715.0
2001,IA,45.0,39.0,58.0,81.0,81.0,304.0
2001,KS,47.0,52.0,72.0,55.0,67.0,293.0
2001,KY,48.0,86.0,118.0,116.0,127.0,495.0
2001,LA,55.0,84.0,105.0,107.0,142.0,493.0
2001,ME,19.0,23.0,27.0,35.0,57.0,161.0
2001,MD,54.0,69.0,105.0,105.0,121.0,454.0
2001,MA,48.0,72.0,101.0,102.0,103.0,426.0
2001,MI,103.0,188.0,242.0,241.0,277.0,1051.0
2001,MN,60.0,77.0,103.0,128.0,112.0,480.0
2001,MS,41.0,62.0,71.0,67.0,87.0,328.0
2001,MO,95.0,110.0,167.0,160.0,193.0,725.0
2001,MT,14.0,28.0,43.0,34.0,56.0,175.0
2001,NE,22.0,32.0,42.0,41.0,50.0,187.0
2001,NV,32.0,49.0,84.0,93.0,129.0,387.0
2001,NH,22.0,33.0,39.0,39.0,34.0,167.0
2001,NJ,59.0,100.0,143.0,121.0,165.0,588.0
2001,NM,32.0,55.0,92.0,84.0,99.0,362.0
2001,NY,131.0,197.0,281.0,281.0,363.0,1253.0
2001,NC,116.0,152.0,221.0,225.0,283.0,997.0
2001,ND,,15.0,23.0,,20.0,79.0
2001,OH,133.0,194.0,269.0,275.0,348.0,1219.0
2001,OK,55.0,88.0,114.0,117.0,141.0,515.0
2001,OR,37.0,87.0,117.0,120.0,144.0,505.0
2001,PA,122.0,225.0,275.0,311.0,343.0,1276.0
2001,RI,13.0,18.0,19.0,23.0,15.0,88.0
2001,SC,49.0,91.0,104.0,102.0,121.0,467.0
2001,SD,19.0,18.0,20.0,27.0,21.0,105.0
2001,TN,72.0,133.0,158.0,136.0,212.0,711.0
2001,TX,264.0,383.0,485.0,520.0,573.0,2225.0
2001,UT,48.0,63.0,78.0,77.0,55.0,321.0
2001,VT,11.0,10.0,11.0,18.0,22.0,72.0
2001,VA,84.0,117.0,198.0,179.0,219.0,797.0
2001,WA,73.0,121.0,138.0,176.0,204.0,712.0
2001,WV,17.0,42.0,60.0,61.0,106.0,286.0
2001,WI,68.0,90.0,166.0,148.0,167.0,639.0
2001,WY,11.0,12.0,19.0,28.0,13.0,83.0
2002,AL,51.0,78.0,116.0,110.0,159.0,514.0
2002,AK,24.0,24.0,31.0,35.0,18.0,132.0
2002,AZ,115.0,157.0,153.0,193.0,268.0,886.0
2002,AR,45.0,64.0,85.0,85.0,98.0,377.0
2002,CA,268.0,505.0,645.0,,,3228.0
2002,CO,84.0,122.0,172.0,184.0,165.0,727.0
2002,CT,20.0,41.0,51.0,74.0,74.0,260.0
2002,DE,,10.0,18.0,,17.0,74.0
2002,FL,164.0,278.0,484.0,568.0,844.0,2338.0
2002,GA,86.0,155.0,205.0,184.0,279.0,909.0
2002,HI,10.0,21.0,25.0,32.0,32.0,120.0
2002,ID,24.0,29.0,39.0,53.0,57.0,202.0
2002,IL,135.0,194.0,243.0,254.0,319.0,1145.0
2002,IN,84.0,129.0,167.0,174.0,189.0,743.0
2002,IA,44.0,59.0,64.0,69.0,78.0,314.0
2002,KS,54.0,45.0,73.0,81.0,92.0,345.0
2002,KY,63.0,94.0,118.0,126.0,139.0,540.0
2002,LA,79.0,88.0,103.0,95.0,134.0,499.0
2002,ME,15.0,34.0,37.0,32.0,48.0,166.0
2002,MD,62.0,65.0,102.0,103.0,145.0,477.0
2002,MA,49.0,72.0,105.0,92.0,118.0,436.0
2002,MI,108.0,181.0,260.0,274.0,283.0,1106.0
2002,MN,70.0,81.0,99.0,125.0,122.0,497.0
2002,MS,49.0,62.0,74.0,80.0,78.0,343.0
2002,MO,70.0,93.0,167.0,171.0,192.0,693.0
2002,MT,19.0,31.0,33.0,44.0,57.0,184.0
2002,NE,17.0,34.0,49.0,50.0,51.0,201.0
2002,NV,34.0,60.0,86.0,96.0,147.0,423.0
2002,NH,18.0,19.0,27.0,31.0,37.0,132.0
2002,NJ,44.0,97.0,95.0,129.0,188.0,553.0
2002,NM,42.0,57.0,80.0,87.0,83.0,349.0
2002,NY,156.0,191.0,274.0,277.0,330.0,1228.0
2002,NC,76.0,163.0,230.0,197.0,320.0,986.0
2002,ND,10.0,17.0,17.0,21.0,26.0,91.0
2002,OH,127.0,205.0,276.0,292.0,387.0,1287.0
2002,OK,63.0,80.0,104.0,123.0,131.0,501.0
2002,OR,49.0,73.0,105.0,138.0,153.0,518.0
2002,PA,150.0,198.0,327.0,315.0,351.0,1341.0
2002,RI,,15.0,22.0,,21.0,86.0
2002,SC,42.0,72.0,115.0,83.0,128.0,440.0
2002,SD,12.0,15.0,17.0,27.0,23.0,94.0
2002,TN,56.0,155.0,178.0,165.0,224.0,778.0
2002,TX,247.0,403.0,530.0,539.0,592.0,2311.0
2002,UT,39.0,76.0,83.0,82.0,60.0,340.0
2002,VT,10.0,10.0,14.0,28.0,30.0,92.0
2002,VA,68.0,122.0,169.0,181.0,259.0,799.0
2002,WA,76.0,112.0,177.0,207.0,239.0,811.0
2002,WV,44.0,37.0,59.0,63.0,73.0,276.0
2002,WI,86.0,97.0,127.0,157.0,160.0,627.0
2002,WY,22.0,19.0,14.0,25.0,25.0,105.0
2003,AL,56.0,90.0,96.0,119.0,160.0,521.0
2003,AK,25.0,26.0,16.0,31.0,26.0,124.0
2003,AZ,109.0,140.0,187.0,172.0,232.0,840.0
2003,AR,36.0,59.0,66.0,94.0,119.0,374.0
2003,CA,327.0,547.0,683.0,,,3397.0
2003,CO,70.0,114.0,172.0,181.0,191.0,728.0
2003,CT,20.0,41.0,61.0,67.0,83.0,272.0
2003,DE,,,19.0,,22.0,94.0
2003,FL,170.0,303.0,480.0,494.0,850.0,2297.0
2003,GA,108.0,154.0,181.0,227.0,302.0,972.0
2003,HI,12.0,26.0,21.0,33.0,39.0,131.0
2003,ID,28.0,34.0,46.0,47.0,62.0,217.0
2003,IL,98.0,178.0,231.0,242.0,262.0,1011.0
2003,IN,68.0,158.0,160.0,181.0,169.0,736.0
2003,IA,44.0,43.0,77.0,100.0,88.0,352.0
2003,KS,35.0,50.0,68.0,99.0,95.0,347.0
2003,KY,66.0,108.0,116.0,117.0,160.0,567.0
2003,LA,68.0,78.0,105.0,91.0,119.0,461.0
2003,ME,,21.0,23.0,,48.0,137.0
2003,MD,67.0,72.0,90.0,117.0,145.0,491.0
2003,MA,37.0,76.0,108.0,104.0,108.0,433.0
2003,MI,101.0,203.0,223.0,250.0,252.0,1029.0
2003,MN,65.0,83.0,119.0,118.0,112.0,497.0
2003,MS,33.0,72.0,58.0,67.0,106.0,336.0
2003,MO,74.0,87.0,162.0,162.0,194.0,679.0
2003,MT,23.0,32.0,34.0,44.0,47.0,180.0
2003,NE,23.0,37.0,35.0,34.0,47.0,176.0
2003,NV,48.0,61.0,82.0,88.0,155.0,434.0
2003,NH,17.0,25.0,30.0,40.0,46.0,158.0
2003,NJ,52.0,90.0,114.0,136.0,196.0,588.0
2003,NM,36.0,70.0,61.0,81.0,95.0,343.0
2003,NY,131.0,174.0,227.0,249.0,388.0,1169.0
2003,NC,119.0,147.0,205.0,229.0,255.0,955.0
2003,ND,18.0,10.0,16.0,22.0,15.0,81.0
2003,OH,106.0,194.0,224.0,256.0,294.0,1074.0
2003,OK,51.0,88.0,97.0,114.0,126.0,476.0
2003,OR,55.0,71.0,115.0,142.0,209.0,592.0
2003,PA,138.0,184.0,292.0,344.0,382.0,1340.0
2003,RI,,,27.0,,16.0,84.0
2003,SC,37.0,77.0,113.0,98.0,151.0,476.0
2003,SD,18.0,17.0,24.0,24.0,19.0,102.0
2003,TN,69.0,144.0,168.0,174.0,207.0,762.0
2003,TX,281.0,374.0,506.0,620.0,582.0,2363.0
2003,UT,63.0,65.0,62.0,73.0,73.0,336.0
2003,VT,,10.0,23.0,,25.0,83.0
2003,VA,90.0,141.0,171.0,177.0,229.0,808.0
2003,WA,78.0,123.0,172.0,190.0,240.0,803.0
2003,WV,29.0,32.0,57.0,54.0,94.0,266.0
2003,WI,74.0,97.0,140.0,179.0,157.0,647.0
2003,WY,13.0,13.0,28.0,28.0,27.0,109.0
2004,AL,75.0,70.0,102.0,121.0,173.0,541.0
2004,AK,33.0,33.0,32.0,42.0,15.0,155.0
2004,AZ,116.0,136.0,172.0,203.0,253.0,880.0
2004,AR,35.0,56.0,64.0,98.0,108.0,361.0
2004,CA,359.0,505.0,630.0,,,3368.0
2004,CO,81.0,133.0,168.0,231.0,184.0,797.0
2004,CT,30.0,39.0,58.0,90.0,77.0,294.0
2004,DE,,16.0,21.0,,25.0,93.0
2004,FL,186.0,284.0,474.0,588.0,857.0,2389.0
2004,GA,119.0,167.0,200.0,206.0,281.0,973.0
2004,HI,11.0,20.0,20.0,32.0,33.0,116.0
2004,ID,25.0,32.0,56.0,56.0,67.0,236.0
2004,IL,122.0,171.0,200.0,264.0,271.0,1028.0
2004,IN,71.0,126.0,170.0,147.0,190.0,704.0
2004,IA,47.0,57.0,63.0,91.0,85.0,343.0
2004,KS,48.0,61.0,76.0,91.0,94.0,370.0
2004,KY,65.0,95.0,119.0,126.0,155.0,560.0
2004,LA,77.0,98.0,110.0,128.0,124.0,537.0
2004,ME,24.0,20.0,32.0,48.0,47.0,171.0
2004,MD,50.0,56.0,116.0,133.0,145.0,500.0
2004,MA,40.0,67.0,101.0,104.0,113.0,425.0
2004,MI,108.0,172.0,258.0,294.0,266.0,1098.0
2004,MN,73.0,89.0,121.0,126.0,115.0,524.0
2004,MS,39.0,66.0,62.0,85.0,98.0,350.0
2004,MO,69.0,115.0,155.0,180.0,196.0,715.0
2004,MT,23.0,30.0,37.0,37.0,48.0,175.0
2004,NE,26.0,21.0,33.0,50.0,36.0,166.0
2004,NV,29.0,58.0,71.0,125.0,157.0,440.0
2004,NH,16.0,16.0,30.0,30.0,41.0,133.0
2004,NJ,57.0,95.0,132.0,151.0,162.0,597.0
2004,NM,60.0,68.0,60.0,81.0,87.0,356.0
2004,NY,137.0,183.0,231.0,281.0,355.0,1187.0
2004,NC,117.0,180.0,251.0,200.0,279.0,1027.0
2004,ND,16.0,13.0,12.0,18.0,14.0,73.0
2004,OH,146.0,211.0,252.0,346.0,364.0,1319.0
2004,OK,64.0,77.0,110.0,111.0,144.0,506.0
2004,OR,60.0,66.0,108.0,132.0,189.0,555.0
2004,PA,136.0,212.0,294.0,386.0,382.0,1410.0
2004,RI,10.0,,19.0,,21.0,85.0
2004,SC,49.0,78.0,86.0,129.0,140.0,482.0
2004,SD,16.0,26.0,22.0,28.0,20.0,112.0
2004,TN,81.0,131.0,160.0,193.0,227.0,792.0
2004,TX,270.0,399.0,457.0,536.0,638.0,2300.0
2004,UT,48.0,86.0,72.0,92.0,79.0,377.0
2004,VT,,18.0,14.0,,32.0,93.0
2004,VA,82.0,117.0,186.0,197.0,246.0,828.0
2004,WA,87.0,110.0,193.0,204.0,236.0,830.0
2004,WV,34.0,47.0,68.0,57.0,79.0,285.0
2004,WI,84.0,117.0,139.0,172.0,150.0,662.0
2004,WY,,17.0,13.0,,31.0,88.0
2005,AL,58.0,79.0,99.0,123.0,176.0,535.0
2005,AK,25.0,23.0,34.0,32.0,17.0,131.0
2005,AZ,126.0,161.0,170.0,221.0,267.0,945.0
2005,AR,38.0,63.0,81.0,105.0,113.0,400.0
2005,CA,307.0,431.0,606.0,785.0,1077.0,3206.0
2005,CO,113.0,114.0,166.0,191.0,216.0,800.0
2005,CT,24.0,32.0,76.0,79.0,84.0,295.0
2005,DE,,17.0,15.0,,22.0,83.0
2005,FL,174.0,299.0,438.0,587.0,849.0,2347.0
2005,GA,93.0,132.0,196.0,212.0,291.0,924.0
2005,HI,,20.0,26.0,,29.0,107.0
2005,ID,25.0,37.0,40.0,53.0,73.0,228.0
2005,IL,118.0,171.0,238.0,238.0,321.0,1086.0
2005,IN,90.0,120.0,149.0,186.0,200.0,745.0
2005,IA,46.0,55.0,65.0,83.0,84.0,333.0
2005,KS,40.0,64.0,78.0,80.0,100.0,362.0
2005,KY,50.0,100.0,136.0,133.0,147.0,566.0
2005,LA,75.0,96.0,83.0,119.0,132.0,505.0
2005,ME,12.0,26.0,30.0,39.0,68.0,175.0
2005,MD,46.0,75.0,103.0,114.0,134.0,472.0
2005,MA,44.0,86.0,103.0,112.0,135.0,480.0
2005,MI,107.0,189.0,239.0,281.0,292.0,1108.0
2005,MN,73.0,85.0,98.0,158.0,133.0,547.0
2005,MS,47.0,58.0,87.0,81.0,90.0,363.0
2005,MO,76.0,97.0,179.0,185.0,190.0,727.0
2005,MT,21.0,30.0,41.0,59.0,55.0,206.0
2005,NE,16.0,30.0,47.0,52.0,42.0,187.0
2005,NV,41.0,65.0,89.0,118.0,167.0,480.0
2005,NH,13.0,18.0,37.0,42.0,52.0,162.0
2005,NJ,63.0,80.0,117.0,121.0,155.0,536.0
2005,NM,52.0,43.0,61.0,100.0,86.0,342.0
2005,NY,138.0,175.0,242.0,280.0,354.0,1189.0
2005,NC,92.0,139.0,210.0,262.0,306.0,1009.0
2005,ND,23.0,15.0,12.0,24.0,18.0,92.0
2005,OH,142.0,199.0,272.0,330.0,398.0,1341.0
2005,OK,62.0,92.0,112.0,115.0,141.0,522.0
2005,OR,48.0,72.0,92.0,156.0,192.0,560.0
2005,PA,140.0,210.0,286.0,373.0,421.0,1430.0
2005,RI,,,13.0,,24.0,71.0
2005,SC,60.0,87.0,108.0,129.0,126.0,510.0
2005,SD,17.0,18.0,19.0,29.0,38.0,121.0
2005,TN,79.0,129.0,173.0,193.0,282.0,856.0
2005,TX,295.0,416.0,489.0,595.0,623.0,2418.0
2005,UT,55.0,78.0,71.0,73.0,71.0,348.0
2005,VT,,14.0,20.0,,18.0,78.0
2005,VA,77.0,149.0,152.0,214.0,274.0,866.0
2005,WA,85.0,125.0,143.0,229.0,240.0,822.0
2005,WV,25.0,33.0,41.0,63.0,93.0,255.0
2005,WI,71.0,112.0,150.0,155.0,155.0,643.0
2005,WY,12.0,16.0,13.0,20.0,29.0,90.0
2006,AL,72.0,105.0,104.0,125.0,174.0,580.0
2006,AK,33.0,16.0,26.0,36.0,24.0,135.0
2006,AZ,119.0,133.0,173.0,224.0,330.0,979.0
2006,AR,32.0,61.0,78.0,84.0,121.0,376.0
2006,CA,337.0,468.0,589.0,842.0,1098.0,3334.0
2006,CO,99.0,115.0,165.0,176.0,175.0,730.0
2006,CT,25.0,44.0,55.0,89.0,79.0,292.0
2006,DE,10.0,12.0,20.0,21.0,28.0,91.0
2006,FL,169.0,297.0,429.0,587.0,958.0,2440.0
2006,GA,84.0,139.0,185.0,251.0,264.0,923.0
2006,HI,20.0,17.0,22.0,32.0,29.0,120.0
2006,ID,23.0,38.0,53.0,51.0,57.0,222.0
2006,IL,109.0,157.0,213.0,258.0,273.0,1010.0
2006,IN,75.0,139.0,173.0,237.0,200.0,824.0
2006,IA,36.0,41.0,77.0,90.0,90.0,334.0
2006,KS,39.0,74.0,75.0,89.0,102.0,379.0
2006,KY,61.0,105.0,147.0,139.0,170.0,622.0
2006,LA,60.0,100.0,100.0,106.0,126.0,492.0
2006,ME,11.0,17.0,33.0,42.0,55.0,158.0
2006,MD,66.0,84.0,86.0,112.0,147.0,495.0
2006,MA,39.0,65.0,98.0,128.0,120.0,450.0
2006,MI,89.0,158.0,261.0,306.0,325.0,1139.0
2006,MN,64.0,93.0,116.0,145.0,136.0,554.0
2006,MS,32.0,48.0,77.0,67.0,101.0,325.0
2006,MO,86.0,123.0,158.0,212.0,220.0,799.0
2006,MT,25.0,30.0,35.0,38.0,61.0,189.0
2006,NE,30.0,20.0,32.0,61.0,59.0,202.0
2006,NV,49.0,65.0,88.0,115.0,169.0,486.0
2006,NH,11.0,25.0,35.0,31.0,49.0,151.0
2006,NJ,53.0,75.0,133.0,132.0,192.0,585.0
2006,NM,48.0,63.0,56.0,92.0,93.0,352.0
2006,NY,116.0,208.0,256.0,344.0,402.0,1326.0
2006,NC,126.0,158.0,213.0,292.0,317.0,1106.0
2006,ND,22.0,20.0,10.0,24.0,14.0,90.0
2006,OH,140.0,218.0,234.0,357.0,376.0,1325.0
2006,OK,58.0,86.0,114.0,127.0,152.0,537.0
2006,OR,66.0,76.0,109.0,143.0,185.0,579.0
2006,PA,157.0,194.0,285.0,351.0,409.0,1396.0
2006,RI,,16.0,19.0,,23.0,90.0
2006,SC,47.0,77.0,105.0,127.0,168.0,524.0
2006,SD,22.0,14.0,23.0,41.0,25.0,125.0
2006,TN,81.0,116.0,212.0,220.0,245.0,874.0
2006,TX,293.0,405.0,463.0,553.0,633.0,2347.0
2006,UT,49.0,68.0,85.0,73.0,87.0,362.0
2006,VT,,,18.0,,24.0,81.0
2006,VA,88.0,117.0,170.0,228.0,273.0,876.0
2006,WA,103.0,112.0,129.0,222.0,243.0,809.0
2006,WV,15.0,36.0,57.0,78.0,83.0,269.0
2006,WI,55.0,103.0,175.0,183.0,154.0,670.0
2006,WY,,23.0,14.0,,34.0,116.0
2007,AL,66.0,98.0,112.0,122.0,194.0,592.0
2007,AK,24.0,33.0,25.0,39.0,28.0,149.0
2007,AZ,116.0,186.0,169.0,243.0,302.0,1016.0
2007,AR,33.0,69.0,93.0,94.0,113.0,402.0
2007,CA,322.0,514.0,656.0,934.0,1176.0,3602.0
2007,CO,66.0,135.0,167.0,223.0,220.0,811.0
2007,CT,28.0,32.0,50.0,78.0,83.0,271.0
2007,DE,,,22.0,,27.0,95.0
2007,FL,203.0,318.0,443.0,646.0,977.0,2587.0
2007,GA,91.0,145.0,218.0,238.0,305.0,997.0
2007,HI,13.0,22.0,16.0,37.0,45.0,133.0
2007,ID,39.0,34.0,36.0,52.0,62.0,223.0
2007,IL,147.0,163.0,222.0,261.0,315.0,1108.0
2007,IN,81.0,136.0,151.0,208.0,214.0,790.0
2007,IA,34.0,42.0,70.0,83.0,93.0,322.0
2007,KS,49.0,44.0,77.0,106.0,106.0,382.0
2007,KY,59.0,126.0,142.0,153.0,169.0,649.0
2007,LA,62.0,113.0,102.0,120.0,125.0,522.0
2007,ME,28.0,24.0,32.0,40.0,67.0,191.0
2007,MD,54.0,89.0,113.0,121.0,141.0,518.0
2007,MA,43.0,80.0,120.0,121.0,152.0,516.0
2007,MI,106.0,164.0,218.0,328.0,315.0,1131.0
2007,MN,63.0,92.0,116.0,146.0,155.0,572.0
2007,MS,37.0,74.0,74.0,91.0,120.0,396.0
2007,MO,78.0,128.0,161.0,210.0,231.0,808.0
2007,MT,17.0,25.0,30.0,53.0,71.0,196.0
2007,NE,22.0,21.0,36.0,48.0,54.0,181.0
2007,NV,32.0,55.0,93.0,112.0,179.0,471.0
2007,NH,12.0,16.0,28.0,49.0,53.0,158.0
2007,NJ,64.0,91.0,126.0,143.0,172.0,596.0
2007,NM,51.0,57.0,79.0,105.0,109.0,401.0
2007,NY,124.0,212.0,281.0,331.0,448.0,1396.0
2007,NC,99.0,154.0,236.0,240.0,348.0,1077.0
2007,ND,15.0,19.0,14.0,19.0,28.0,95.0
2007,OH,140.0,198.0,258.0,326.0,373.0,1295.0
2007,OK,46.0,90.0,99.0,149.0,147.0,531.0
2007,OR,50.0,89.0,99.0,145.0,211.0,594.0
2007,PA,139.0,204.0,295.0,366.0,437.0,1441.0
2007,RI,10.0,11.0,24.0,24.0,27.0,96.0
2007,SC,49.0,86.0,101.0,133.0,161.0,530.0
2007,SD,21.0,20.0,,,28.0,102.0
2007,TN,73.0,128.0,173.0,198.0,272.0,844.0
2007,TX,289.0,424.0,471.0,600.0,649.0,2433.0
2007,UT,61.0,77.0,69.0,87.0,84.0,378.0
2007,VT,,15.0,15.0,,29.0,89.0
2007,VA,83.0,120.0,185.0,223.0,269.0,880.0
2007,WA,92.0,116.0,165.0,210.0,282.0,865.0
2007,WV,32.0,46.0,61.0,65.0,96.0,300.0
2007,WI,92.0,111.0,144.0,198.0,184.0,729.0
2007,WY,14.0,19.0,23.0,16.0,29.0,101.0
2008,AL,72.0,104.0,106.0,143.0,179.0,604.0
2008,AK,32.0,30.0,26.0,46.0,35.0,169.0
2008,AZ,97.0,126.0,157.0,245.0,347.0,972.0
2008,AR,51.0,85.0,78.0,100.0,133.0,447.0
2008,CA,331.0,487.0,659.0,947.0,1351.0,3775.0
2008,CO,92.0,107.0,135.0,242.0,227.0,803.0
2008,CT,32.0,39.0,60.0,87.0,97.0,315.0
2008,DE,11.0,18.0,16.0,35.0,29.0,109.0
2008,FL,194.0,337.0,471.0,683.0,1055.0,2740.0
2008,GA,101.0,151.0,170.0,251.0,308.0,981.0
2008,HI,16.0,17.0,27.0,35.0,38.0,133.0
2008,ID,25.0,26.0,39.0,66.0,96.0,252.0
2008,IL,106.0,175.0,241.0,304.0,372.0,1198.0
2008,IN,62.0,131.0,169.0,192.0,255.0,809.0
2008,IA,46.0,58.0,80.0,90.0,106.0,380.0
2008,KS,59.0,56.0,61.0,74.0,87.0,337.0
2008,KY,38.0,93.0,122.0,167.0,192.0,612.0
2008,LA,67.0,94.0,108.0,116.0,147.0,532.0
